,gemeentenaam,soort_regio,id,codering,aantal_inwoners,woningkenmerken,stadsverwarming,mannen,vrouwen,k_0_tot_15_jaar,k_15_tot_25_jaar,k_25_tot_45_jaar,k_45_tot_65_jaar,k_65_jaar_of_ouder,huishoudens_totaal,eenpersoonshuishoudens,huishoudens_zonder_kinderen,huishoudens_met_kinderen,gemiddelde_huishoudensgrootte,bevolkingsdichtheid,woningvoorraad,gemiddelde_woningwaarde,koopwoningen,huurwoningen_totaal,in_bezit_woningcorporatie,in_bezit_overige_verhuurders,eigendom_onbekend,bouwjaar_voor_2000,bouwjaar_vanaf_2000,gemiddeld_elektriciteitsverbruik_totaal,elect_appartement,elect_tussenwoning,elect_hoekwoning,elect_twee_onder_een_kap_woning,elect_vrijstaande_woning,elect_huurwoning,elect_eigen_woning,gemiddeld_aardgasverbruik_totaal,aard_appartement,aard_tussenwoning,aard_hoekwoning,aard_twee_onder_een_kap_woning,aard_vrijstaande_woning,aard_huurwoning,aard_eigen_woning,percentage_woningen_met_stadsverwarming,aantal_inkomensontvangers,gemiddeld_inkomen_per_inkomensontvanger,gemiddeld_inkomen_per_inwoner,k_40_huishoudens_met_laagste_inkomen,k_20_huishoudens_met_hoogste_inkomen,personen_per_soort_uitkering_bijstand,personenautos_brandstof_benzine,personenautos_overige_brandstof,oppervlakte_land,mate_van_stedelijkheid,omgevingsadressendichtheid,bedrijfsvestigingen_totaal,type_a_landbouw_bosbouw_visserij,type_bf_nijverheid_energie,type_gi_handel_horeca,type_hj_vervoer_informatie_communicatie,type_kl_financiele_diensten_onroerendgoed,type_mn_zakelijke_dienstverlening,type_ru_cultuur_recreatie_overige_diensten,id_old,indelingswijziging_wijken_en_buurten,aantal_installaties_bij_woningen,aantal_zonnepanelen_per_installatie,opgesteld_vermogen_van_zonnepanelen,totaal_aantal_laadpalen,werkloosheidsuitkering_relatief,bijstandsuitkering_relatief,arbeidsongeschiktheidsuitkering_relatief,aow_uitkering_relatief,inwoners_vanaf_15_jaar,inwoners_vanaf_15_jr_tot_aow_leeftijd,inwoners_vanaf_de_aow_leeftijd
0,,,,,3077.945437273645,,26.3814047378733,1526.484414890459,1550.01092441964,501.32820756397314,378.4470106275604,759.0445882562489,869.3545686635398,569.5303686991629,1402.040847829959,532.3058837499258,405.1422549427062,466.3159769637238,23.118527042577675,2800.4564801677875,1384.3071899305348,246.26037878787878,66.57582891897195,32.18860767771892,19.173042966450854,13.01065986528023,1.2187561310574848,84.90713772611507,15.097498857180174,3324.4163087377397,2075.469028403731,2953.5813573180703,3098.628528836299,3548.5329289428078,4163.111196025984,2516.5202598206,3581.0971562438995,1620.6976289734237,879.2024935511608,1280.9016621784754,1478.2170689982893,1731.0024600246002,2275.9101088887173,1304.1466488146807,1723.1399272246113,468.7151898734177,2411.5181380989134,316.61803713527854,254.16872727272727,350.358650128866,234.26779961340208,92.83324655037751,1158.973460784896,277.8611292525085,605.5913435848721,3.620843761172685,1163.2965081635086,274.9765554553652,15.160320641282565,48.249602653583025,67.89786469490706,26.954944371501625,31.618063713634164,82.87575150300601,41.53652131849907,,1.1410505836575875,116.51696236359587,16.720936715918594,358.46185298764055,2.214145249881332,73.1024758059728,80.06798076352194,174.37273644837617,797.052781570979,10357.214866710206,8154.179184230838,2204.7527162619485
