,gemeentenaam,soort_regio,id,codering,aantal_inwoners,woningkenmerken,stadsverwarming,mannen,vrouwen,k_0_tot_15_jaar,k_15_tot_25_jaar,k_25_tot_45_jaar,k_45_tot_65_jaar,k_65_jaar_of_ouder,huishoudens_totaal,eenpersoonshuishoudens,huishoudens_zonder_kinderen,huishoudens_met_kinderen,gemiddelde_huishoudensgrootte,bevolkingsdichtheid,woningvoorraad,gemiddelde_woningwaarde,koopwoningen,huurwoningen_totaal,in_bezit_woningcorporatie,in_bezit_overige_verhuurders,eigendom_onbekend,bouwjaar_voor_2000,bouwjaar_vanaf_2000,gemiddeld_elektriciteitsverbruik_totaal,elect_appartement,elect_tussenwoning,elect_hoekwoning,elect_twee_onder_een_kap_woning,elect_vrijstaande_woning,elect_huurwoning,elect_eigen_woning,gemiddeld_aardgasverbruik_totaal,aard_appartement,aard_tussenwoning,aard_hoekwoning,aard_twee_onder_een_kap_woning,aard_vrijstaande_woning,aard_huurwoning,aard_eigen_woning,percentage_woningen_met_stadsverwarming,aantal_inkomensontvangers,gemiddeld_inkomen_per_inkomensontvanger,gemiddeld_inkomen_per_inwoner,k_40_huishoudens_met_laagste_inkomen,k_20_huishoudens_met_hoogste_inkomen,personen_per_soort_uitkering_bijstand,personenautos_brandstof_benzine,personenautos_overige_brandstof,oppervlakte_land,mate_van_stedelijkheid,omgevingsadressendichtheid,bedrijfsvestigingen_totaal,type_a_landbouw_bosbouw_visserij,type_bf_nijverheid_energie,type_gi_handel_horeca,type_hj_vervoer_informatie_communicatie,type_kl_financiele_diensten_onroerendgoed,type_mn_zakelijke_dienstverlening,type_ru_cultuur_recreatie_overige_diensten,id_old,indelingswijziging_wijken_en_buurten,aantal_installaties_bij_woningen,aantal_zonnepanelen_per_installatie,opgesteld_vermogen_van_zonnepanelen,totaal_aantal_laadpalen,werkloosheidsuitkering_relatief,bijstandsuitkering_relatief,arbeidsongeschiktheidsuitkering_relatief,aow_uitkering_relatief,inwoners_vanaf_15_jaar,inwoners_vanaf_15_jr_tot_aow_leeftijd,inwoners_vanaf_de_aow_leeftijd
"0,00",,,,,"1,00",,"1,00","1,00","1,00","1,00","1,00","1,20","1,20","1,00","1,00","0,80","1,00","1,00","1,00","1,00","0,9","1,5","1,00","1,00","1,00","1,00","1,00","1,1","0,9","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-1,00","0,00","1,00","1,00","-1,00","2,00","-1,00","1,00","1,00","1,00","1,00","1,00","1,5","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,5","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
